Waypoints
Date,Name,Latitude,Longitude,Altitude (m),Notes
2026-06-30T16:53:34Z,Start,33.73114, -117.93742,6.6,"",""
2026-06-30T16:57:52Z,End,33.70176, -117.93864,-1.1,"",""
Date(GMT),Date(Local),Time(sec),Latitude,Longitude,Horizontal Accuracy(m),Altitude(m),Vertical Accuracy(m),Distance(m),Speed(m/s),Average Speed(m/s),Course(deg),True Heading(deg),Magnetic Heading(deg),Heading Accuracy(deg),Glide Ratio,Heart Rate (bpm)
2026-06-30T16:54:16Z,2026-06-30T09:54:16Z,41.03230392932892,33.72739, -117.93730,5.0,6.4,9.5,416.98159088830954,25.516444444444446,24.6893520014081,179.49830627441406,201.50762939453125,190.2567596435547,81.5740737915039,-1651.0764187246255,0.0
2026-06-30T16:54:17Z,2026-06-30T09:54:17Z,42.031733989715576,33.72716, -117.93730,5.0,6.1,9.5,442.3679449709158,25.362111111111112,25.969142350557874,179.49830627441406,201.50762939453125,190.2567596435547,81.5740737915039,-1313.355565461149,0.0
2026-06-30T16:54:18Z,2026-06-30T09:54:18Z,43.03151500225067,33.72693, -117.93730,5.0,5.8,9.5,467.4971100283757,25.10488888888889,25.969142350557874,179.49830627441406,201.50762939453125,190.2567596435547,81.5740737915039,-749.1025794389969,0.0
2026-06-30T16:54:19Z,2026-06-30T09:54:19Z,44.03788197040558,33.72672, -117.93730,5.0,5.8,9.5,491.774089334952,24.384666666666668,24.423397994847285,179.49830627441406,201.50762939453125,190.2567596435547,81.5740737915039,-422.5855255967046,0.0
2026-06-30T16:54:20Z,2026-06-30T09:54:20Z,45.03217899799347,33.72650, -117.93729,5.0,5.3,9.5,515.8435744475687,24.076,24.423397994847285,179.49830627441406,201.50762939453125,190.2567596435547,81.5740737915039,-357.3147097920596,0.0
2026-06-30T16:54:21Z,2026-06-30T09:54:21Z,46.02832901477814,33.72628, -117.93729,5.0,4.7,9.5,539.7629606621383,23.81877777777778,24.317536679975294,179.6659393310547,201.50762939453125,190.2567596435547,81.5740737915039,-326.2180094062741,0.0
2026-06-30T16:54:22Z,2026-06-30T09:54:22Z,47.02959191799164,33.72607, -117.93729,5.0,4.5,9.5,563.2682926082852,23.45866666666667,24.317536679975294,179.49220275878906,201.50762939453125,190.2567596435547,81.5740737915039,-270.7306392700709,0.0
2026-06-30T16:54:23Z,2026-06-30T09:54:23Z,48.02993190288544,33.72586, -117.93729,5.0,4.1,9.5,586.450601288583,23.252888888888894,22.800487325471728,179.49220275878906,201.50762939453125,190.2567596435547,81.5740737915039,-209.2865240816426,0.0
2026-06-30T16:54:24Z,2026-06-30T09:54:24Z,48.52921390533447,33.72565, -117.93729,5.0,4.2,9.5,609.9191086077096,23.407222222222224,22.800487325471728,179.5659637451172,201.50762939453125,190.2567596435547,81.5740737915039,-167.59722773890095,0.0
2026-06-30T16:54:25Z,2026-06-30T09:54:25Z,49.530014991760254,33.72544, -117.93729,5.0,4.1,9.5,633.7839794140749,23.870222222222225,24.11594430033675,179.5233154296875,201.50762939453125,190.2567596435547,81.5740737915039,-157.19154911212203,0.0
2026-06-30T16:54:26Z,2026-06-30T09:54:26Z,51.0353239774704,33.72522, -117.93729,5.0,3.8,9.5,657.7248285618488,23.973111111111113,24.11594430033675,179.40806579589844,201.50762939453125,190.2567596435547,81.5740737915039,-163.15866201935918,0.0
2026-06-30T16:54:27Z,2026-06-30T09:54:27Z,52.032012939453125,33.72500, -117.93728,5.0,3.7,9.5,682.0449784448213,24.127444444444446,23.6075657876548,179.5469207763672,201.50762939453125,190.2567596435547,81.5740737915039,-181.00344017446213,0.0
2026-06-30T16:54:28Z,2026-06-30T09:54:28Z,53.02992796897888,33.72478, -117.93728,5.0,4.0,9.5,706.2525464835142,24.230333333333338,23.6075657876548,179.5469207763672,201.50762939453125,190.2567596435547,81.5740737915039,-180.0621080798766,0.0
2026-06-30T16:54:29Z,2026-06-30T09:54:29Z,54.03063499927521,33.72456, -117.93727,5.0,4.1,9.5,730.8496412857454,24.436111111111114,24.55169446735345,179.5469207763672,201.50762939453125,190.2567596435547,81.5740737915039,-173.79754347962435,0.0
2026-06-30T16:54:30Z,2026-06-30T09:54:30Z,55.029560923576355,33.72434, -117.93727,5.0,4.1,9.5,755.1793399002614,24.230333333333338,24.55169446735345,180.0,201.50762939453125,190.2567596435547,81.5740737915039,-170.43503525738026,0.0
2026-06-30T16:54:31Z,2026-06-30T09:54:31Z,56.03292894363403,33.72413, -117.93727,5.0,3.8,9.5,778.750741180256,23.66444444444445,24.535487975861585,179.4177703857422,201.50762939453125,190.2567596435547,81.5740737915039,-164.4405228599756,0.0
2026-06-30T16:54:32Z,2026-06-30T09:54:32Z,56.52887296676636,33.72392, -117.93727,5.0,3.7,9.5,801.847696994743,23.150000000000002,24.535487975861585,179.22509765625,201.50762939453125,190.2567596435547,81.5740737915039,-154.06275086735457,0.0
2026-06-30T16:54:33Z,2026-06-30T09:54:33Z,57.528825998306274,33.72371, -117.93727,5.0,3.5,9.5,824.8483243046094,22.99566666666667,23.36396196597314,179.22509765625,201.50762939453125,190.2567596435547,81.5740737915039,-144.87211389577044,0.0
2026-06-30T16:54:34Z,2026-06-30T09:54:34Z,59.03248393535614,33.72350, -117.93727,5.0,3.3,9.5,847.9735568583825,23.04711111111111,23.36396196597314,179.57977294921875,201.50762939453125,190.2567596435547,81.5740737915039,-146.38334281784822,0.0
2026-06-30T16:54:35Z,2026-06-30T09:54:35Z,60.031715989112854,33.72330, -117.93726,5.0,3.4,9.5,871.0943859872638,23.098555555555556,22.84939379278422,179.50906372070312,201.50762939453125,190.2567596435547,81.5740737915039,-148.02117147487303,0.0
2026-06-30T16:54:36Z,2026-06-30T09:54:36Z,61.032259941101074,33.72309, -117.93726,5.0,3.6,9.5,894.4274503114365,23.304333333333336,22.84939379278422,179.51370239257812,201.50762939453125,190.2567596435547,81.5740737915039,-158.80499536535746,0.0
2026-06-30T16:54:38Z,2026-06-30T09:54:38Z,63.032150983810425,33.72287, -117.93726,5.0,3.7,9.5,917.9723329227079,23.45866666666667,23.3130305729143,179.51370239257812,201.50762939453125,190.2567596435547,81.5740737915039,-193.47493108059427,0.0
2026-06-30T16:54:39Z,2026-06-30T09:54:39Z,64.0327399969101,33.72244, -117.93725,5.0,3.5,9.5,965.5452625257285,23.92166666666667,18.54972147153493,179.4860382080078,201.50762939453125,190.2567596435547,81.5740737915039,-299.28525887143076,0.0
2026-06-30T16:54:40Z,2026-06-30T09:54:40Z,65.03326296806335,33.72222, -117.93725,5.0,3.5,9.5,989.9694684770413,24.384666666666668,18.54972147153493,179.4860382080078,201.50762939453125,190.2567596435547,81.5740737915039,-456.060431843198,0.0
2026-06-30T16:54:41Z,2026-06-30T09:54:41Z,66.03394496440887,33.72200, -117.93725,5.0,3.6,9.5,1014.6376210492857,24.641888888888893,26.478622957119708,179.62498474121094,201.50762939453125,190.2567596435547,81.5740737915039,-544.0766309074438,0.0
2026-06-30T16:54:42Z,2026-06-30T09:54:42Z,66.5296700000763,33.72178, -117.93725,5.0,3.5,9.5,1039.3457797029819,24.74477777777778,26.478622957119708,179.62498474121094,201.50762939453125,190.2567596435547,81.5740737915039,-636.0349185685545,0.0
2026-06-30T16:54:43Z,2026-06-30T09:54:43Z,67.52812600135803,33.72156, -117.93725,5.0,3.4,9.5,1064.1199580223881,24.84766666666667,25.12020785486436,179.4902801513672,201.50762939453125,190.2567596435547,81.5740737915039,-764.1499591551337,0.0
2026-06-30T16:54:44Z,2026-06-30T09:54:44Z,69.0324809551239,33.72133, -117.93724,5.0,3.2,9.5,1089.1188446326473,24.899111111111115,25.12020785486436,179.4902801513672,201.50762939453125,190.2567596435547,81.5740737915039,-1044.1808131339994,0.0
2026-06-30T16:54:45Z,2026-06-30T09:54:45Z,70.03011894226074,33.72111, -117.93724,5.0,3.8,9.5,1113.6008700509253,24.539000000000005,24.7845102572524,179.4902801513672,201.50762939453125,190.2567596435547,81.5740737915039,-820.1812044968135,0.0
2026-06-30T16:54:46Z,2026-06-30T09:54:46Z,71.03074491024017,33.72088, -117.93724,5.0,3.2,9.5,1138.5618075221128,24.693333333333335,24.7845102572524,180.0,201.50762939453125,190.2567596435547,81.5740737915039,-821.533859189681,0.0
2026-06-30T16:54:47Z,2026-06-30T09:54:47Z,72.03004801273346,33.72066, -117.93724,5.0,3.4,9.5,1163.1577489656818,24.539000000000005,24.302217268009922,179.66990661621094,201.50762939453125,190.2567596435547,81.5740737915039,-576.6105116781389,0.0
2026-06-30T16:54:48Z,2026-06-30T09:54:48Z,73.0302050113678,33.72044, -117.93724,5.0,3.3,9.5,1187.3846476889933,24.281777777777783,24.302217268009922,179.66990661621094,201.50762939453125,190.2567596435547,81.5740737915039,-722.8817825517189,0.0
2026-06-30T16:54:49Z,2026-06-30T09:54:49Z,74.03023290634155,33.72023, -117.93725,5.0,3.1,9.5,1211.4162859933379,24.076,24.524169067984406,182.92958068847656,201.50762939453125,190.2567596435547,81.5740737915039,-682.1787559212846,0.0
2026-06-30T16:54:50Z,2026-06-30T09:54:50Z,75.03100490570068,33.72001, -117.93725,5.0,3.1,9.5,1235.4284423843987,23.870222222222225,24.524169067984406,179.31153869628906,201.50762939453125,190.2567596435547,81.5740737915039,-968.6372138150417,0.0
2026-06-30T16:54:51Z,2026-06-30T09:54:51Z,76.03232097625732,33.71980, -117.93726,5.0,3.0,9.5,1259.0440444987782,23.613,23.568910015660908,180.0,201.50762939453125,190.2567596435547,81.5740737915039,-1163.8489755345431,0.0
2026-06-30T16:54:52Z,2026-06-30T09:54:52Z,77.02818095684052,33.71959, -117.93726,5.0,3.0,9.5,1282.2898194283541,23.304333333333336,23.568910015660908,179.77857971191406,201.50762939453125,190.2567596435547,81.5740737915039,-1163.5871073507524,0.0
2026-06-30T16:54:53Z,2026-06-30T09:54:53Z,78.02981698513031,33.71938, -117.93726,5.0,2.8,9.5,1304.9763166293278,22.89277777777778,23.583567329667154,180.0,201.50762939453125,190.2567596435547,81.5740737915039,-967.5099592665493,0.0
2026-06-30T16:54:54Z,2026-06-30T09:54:54Z,78.53065991401672,33.71918, -117.93726,5.0,3.0,9.5,1327.640441225289,22.635555555555555,23.583567329667154,179.36373901367188,201.50762939453125,190.2567596435547,81.5740737915039,-571.7292295256216,0.0
2026-06-30T16:54:55Z,2026-06-30T09:54:55Z,80.03287398815155,33.71898, -117.93726,5.0,2.9,9.5,1349.8596972769435,22.275444444444442,22.818649751487232,179.36373901367188,201.50762939453125,190.2567596435547,81.5740737915039,-539.8353431998534,0.0
2026-06-30T16:54:56Z,2026-06-30T09:54:56Z,81.03403997421265,33.71878, -117.93726,5.0,2.7,9.5,1371.8251565640535,21.966777777777782,22.818649751487232,179.36373901367188,201.50762939453125,190.2567596435547,81.5740737915039,-535.7813032721518,0.0
2026-06-30T16:54:57Z,2026-06-30T09:54:57Z,82.03269791603088,33.71859, -117.93726,5.0,2.6,9.5,1393.5567860298331,21.555222222222223,21.947718922000867,179.36373901367188,201.50762939453125,190.2567596435547,81.5740737915039,-531.3165094902769,0.0
2026-06-30T16:54:58Z,2026-06-30T09:54:58Z,83.03300893306732,33.71840, -117.93724,5.0,2.5,9.5,1414.5681749904893,21.14366666666667,21.947718922000867,179.51528930664062,201.50762939453125,190.2567596435547,81.5740737915039,-438.06027121012653,0.0
2026-06-30T16:54:59Z,2026-06-30T09:54:59Z,84.03274893760681,33.71821, -117.93724,5.0,2.5,9.5,1434.9826900772514,20.57777777777778,20.861598863696734,179.51231384277344,201.50762939453125,190.2567596435547,81.5740737915039,-384.2931616051157,0.0
2026-06-30T16:55:00Z,2026-06-30T09:55:00Z,85.03479599952698,33.71803, -117.93724,5.0,2.4,9.5,1455.335067476505,20.217666666666666,20.861598863696734,179.51231384277344,201.50762939453125,190.2567596435547,81.5740737915039,-410.08103691069556,0.0
2026-06-30T16:55:01Z,2026-06-30T09:55:01Z,86.03473997116089,33.71785, -117.93724,5.0,2.4,9.5,1474.9809148662048,19.54888888888889,20.47041059915702,179.51231384277344,201.50762939453125,190.2567596435547,81.5740737915039,-336.4191073440919,0.0
2026-06-30T16:55:02Z,2026-06-30T09:55:02Z,86.53271293640137,33.71768, -117.93724,5.0,2.5,9.5,1494.0236033368494,19.034444444444446,20.47041059915702,179.73411560058594,201.50762939453125,190.2567596435547,81.5740737915039,-342.2750217632767,0.0
2026-06-30T16:55:03Z,2026-06-30T09:55:03Z,88.03212094306946,33.71751, -117.93724,5.0,2.4,9.5,1512.369246990182,18.41711111111111,19.268765422338802,180.0,201.50762939453125,190.2567596435547,81.5740737915039,-314.50122513018283,0.0
2026-06-30T16:55:04Z,2026-06-30T09:55:04Z,89.03171396255493,33.71735, -117.93723,5.0,2.5,9.5,1530.1663063333815,17.748333333333335,19.268765422338802,179.7095489501953,201.50762939453125,190.2567596435547,81.5740737915039,-367.7884850077429,0.0
2026-06-30T16:55:05Z,2026-06-30T09:55:05Z,89.53221297264099,33.71720, -117.93723,5.0,2.3,9.5,1547.4988728080916,17.182444444444446,17.793494038714634,180.0,201.50762939453125,190.2567596435547,81.5740737915039,-390.0880380296159,0.0
2026-06-30T16:55:06Z,2026-06-30T09:55:06Z,91.03017199039459,33.71706, -117.93723,5.0,1.9,9.5,1563.15503723772,15.84488888888889,17.793494038714634,179.4278106689453,201.50762939453125,190.2567596435547,81.5740737915039,-396.6665122681848,0.0
2026-06-30T16:55:07Z,2026-06-30T09:55:07Z,92.03129196166992,33.71693, -117.93723,5.0,1.7,9.5,1576.8159028873472,13.941444444444446,15.914063880779334,179.4278106689453,201.50762939453125,190.2567596435547,81.5740737915039,-353.4313001507914,0.0
2026-06-30T16:55:08Z,2026-06-30T09:55:08Z,92.5296379327774,33.71683, -117.93723,5.0,2.0,9.5,1587.931734767291,11.369222222222223,15.914063880779334,179.3144073486328,201.50762939453125,190.2567596435547,81.5740737915039,-265.27070450434,0.0
2026-06-30T16:55:10Z,2026-06-30T09:55:10Z,94.5290629863739,33.71670, -117.93723,5.0,1.9,9.5,1602.9052133902926,6.482,11.752485616537934,179.3144073486328,201.50762939453125,190.2567596435547,81.5740737915039,-237.23017130879444,0.0
2026-06-30T16:55:13Z,2026-06-30T09:55:13Z,98.0331529378891,33.71660, -117.93723,5.0,1.7,9.5,1613.6239832698616,4.2698888888888895,2.9525246279575548,179.3144073486328,201.50762939453125,190.2567596435547,81.5740737915039,-170.61926383559748,0.0
2026-06-30T16:55:15Z,2026-06-30T09:55:15Z,100.05207097530365,33.71646, -117.93722,5.0,2.3,9.5,1629.6835613035826,9.105666666666668,2.9525246279575548,179.3144073486328,201.50762939453125,190.2567596435547,81.5740737915039,-217.93561690777426,0.0
2026-06-30T16:55:17Z,2026-06-30T09:55:17Z,101.53223991394043,33.71635, -117.93722,5.0,2.5,9.5,1641.445245993988,11.729333333333335,8.791264927357265,179.13534545898438,201.50762939453125,190.2567596435547,81.5740737915039,-384.1484557544428,0.0
2026-06-30T16:55:18Z,2026-06-30T09:55:18Z,103.03229296207428,33.71607, -117.93722,5.0,2.3,9.5,1672.707912123675,16.462222222222223,8.791264927357265,179.21437072753906,201.50762939453125,190.2567596435547,81.5740737915039,-1340.132313644761,0.0
2026-06-30T16:55:19Z,2026-06-30T09:55:19Z,104.03340792655945,33.71591, -117.93722,5.0,2.0,9.5,1690.6802183759132,17.799777777777777,19.35454249492166,179.21437072753906,201.50762939453125,190.2567596435547,81.5740737915039,-2674.6645662730884,0.0
2026-06-30T16:55:20Z,2026-06-30T09:55:20Z,105.03235995769501,33.71574, -117.93721,5.0,2.0,9.5,1709.4029776366067,18.674333333333333,19.35454249492166,178.77980041503906,201.50762939453125,190.2567596435547,81.5740737915039,-1075.4200260142018,0.0
2026-06-30T16:55:21Z,2026-06-30T09:55:21Z,106.03737592697144,33.71557, -117.93721,5.0,1.9,9.5,1728.2485488794562,18.82866666666667,18.748037577663297,178.77980041503906,201.50762939453125,190.2567596435547,81.5740737915039,-492.9536611922908,0.0
2026-06-30T16:55:22Z,2026-06-30T09:55:22Z,107.03321695327759,33.71540, -117.93720,5.0,1.9,9.5,1746.99261834338,18.72577777777778,18.748037577663297,178.77980041503906,201.50762939453125,190.2567596435547,81.5740737915039,-424.2405710880044,0.0
2026-06-30T16:55:23Z,2026-06-30T09:55:23Z,108.03274190425873,33.71524, -117.93720,5.0,1.7,9.5,1765.0989191275337,18.057000000000002,18.422660655958836,179.43771362304688,201.50762939453125,190.2567596435547,81.5740737915039,-627.6100531310962,0.0
2026-06-30T16:55:24Z,2026-06-30T09:55:24Z,108.52879691123962,33.71508, -117.93720,5.0,1.7,9.5,1782.2342420583275,17.23388888888889,18.422660655958836,179.4827117919922,201.50762939453125,190.2567596435547,81.5740737915039,-1457.2688024263402,0.0
2026-06-30T16:55:25Z,2026-06-30T09:55:25Z,110.0292249917984,33.71493, -117.93720,5.0,1.9,9.5,1798.818241291018,16.616555555555554,17.496916945511288,179.4827117919922,201.50762939453125,190.2567596435547,81.5740737915039,-2023.4880741645047,0.0
2026-06-30T16:55:26Z,2026-06-30T09:55:26Z,111.03215098381042,33.71479, -117.93720,5.0,2.2,9.5,1814.8261856235256,16.050666666666668,17.496916945511288,179.4827117919922,201.50762939453125,190.2567596435547,81.5740737915039,-2119.209719830101,0.0
2026-06-30T16:55:27Z,2026-06-30T09:55:27Z,112.03072690963745,33.71464, -117.93719,5.0,2.3,9.5,1831.0704021525778,16.256444444444448,15.940565338340365,179.4827117919922,201.50762939453125,190.2567596435547,81.5740737915039,0.0,0.0
2026-06-30T16:55:28Z,2026-06-30T09:55:28Z,113.03383100032806,33.71448, -117.93719,5.0,2.4,9.5,1848.6493746840486,17.491111111111113,15.940565338340365,179.4827117919922,201.50762939453125,190.2567596435547,81.5740737915039,598.3639331986446,0.0
2026-06-30T16:55:29Z,2026-06-30T09:55:29Z,114.02946901321411,33.71431, -117.93719,5.0,2.8,9.5,1868.019916594654,18.931555555555555,17.19889247302504,179.65988159179688,201.50762939453125,190.2567596435547,81.5740737915039,346.90354567514936,0.0
2026-06-30T16:55:30Z,2026-06-30T09:55:30Z,115.03146290779114,33.71412, -117.93719,5.0,2.2,9.5,1888.440746130084,20.269111111111112,17.19889247302504,179.38995361328125,201.50762939453125,190.2567596435547,81.5740737915039,267.718317777477,0.0
2026-06-30T16:55:31Z,2026-06-30T09:55:31Z,116.03329694271088,33.71393, -117.93719,5.0,2.3,9.5,1909.8683237110833,21.298,20.43473250257025,179.63107299804688,201.50762939453125,190.2567596435547,81.5740737915039,382.070130555683,0.0
2026-06-30T16:55:32Z,2026-06-30T09:55:32Z,117.03122699260712,33.71373, -117.93719,5.0,2.6,9.5,1932.4330896659171,22.532666666666668,20.43473250257025,179.63107299804688,201.50762939453125,190.2567596435547,81.5740737915039,727.4696091798238,0.0
2026-06-30T16:55:33Z,2026-06-30T09:55:33Z,118.02967500686646,33.71352, -117.93718,5.0,2.3,9.5,1955.9829508190155,23.407222222222224,22.646424823205663,179.3798065185547,201.50762939453125,190.2567596435547,81.5740737915039,4249.125580430122,0.0
2026-06-30T16:55:34Z,2026-06-30T09:55:34Z,119.03100597858429,33.71330, -117.93718,5.0,2.3,9.5,1980.1644008836388,24.230333333333338,22.646424823205663,179.3798065185547,201.50762939453125,190.2567596435547,81.5740737915039,8684.5254752318,0.0
2026-06-30T16:55:35Z,2026-06-30T09:55:35Z,120.02984499931335,33.71308, -117.93718,5.0,2.3,9.5,2004.8326454292182,24.436111111111114,23.826745535523827,179.3798065185547,201.50762939453125,190.2567596435547,81.5740737915039,2215.722508444587,0.0
2026-06-30T16:55:36Z,2026-06-30T09:55:36Z,121.03153598308563,33.71285, -117.93717,5.0,1.9,9.5,2029.642928657314,24.796222222222223,23.826745535523827,179.37977600097656,201.50762939453125,190.2567596435547,81.5740737915039,1506.9718988892917,0.0
2026-06-30T16:55:37Z,2026-06-30T09:55:37Z,122.0349999666214,33.71262, -117.93717,5.0,1.7,9.5,2054.9130084690387,25.156333333333333,24.81385904123286,179.37977600097656,201.50762939453125,190.2567596435547,81.5740737915039,1539.6019506282955,0.0
2026-06-30T16:55:38Z,2026-06-30T09:55:38Z,123.03320395946503,33.71239, -117.93717,5.0,2.2,9.5,2080.5487595440195,25.56788888888889,24.81385904123286,179.36000061035156,201.50762939453125,190.2567596435547,81.5740737915039,9463.495212494608,0.0
2026-06-30T16:55:39Z,2026-06-30T09:55:39Z,124.03557395935059,33.71216, -117.93717,5.0,2.6,9.5,2106.5745465073037,25.876555555555555,25.82101405674014,179.2499237060547,201.50762939453125,190.2567596435547,81.5740737915039,3243.403044489751,0.0
2026-06-30T16:55:40Z,2026-06-30T09:55:40Z,125.03529596328735,33.71192, -117.93716,5.0,2.5,9.5,2132.6190818540194,26.030888888888892,25.82101405674014,179.2499237060547,201.50762939453125,190.2567596435547,81.5740737915039,834.5021014075029,0.0
2026-06-30T16:55:41Z,2026-06-30T09:55:41Z,126.0331779718399,33.71169, -117.93716,5.0,2.6,9.5,2158.9203982527647,26.236666666666668,25.982607841921812,179.378173828125,201.50762939453125,190.2567596435547,81.5740737915039,516.141318943859,0.0
2026-06-30T16:55:42Z,2026-06-30T09:55:42Z,127.03330898284912,33.71145, -117.93716,5.0,2.6,9.5,2185.1932708542417,26.236666666666668,25.982607841921812,179.24267578125,201.50762939453125,190.2567596435547,81.5740737915039,559.1413716342064,0.0
2026-06-30T16:55:43Z,2026-06-30T09:55:43Z,128.03360199928284,33.71121, -117.93715,5.0,3.0,9.5,2211.5267449438734,26.33955555555556,26.02447051541438,179.4296417236328,201.50762939453125,190.2567596435547,81.5740737915039,837.4093159842104,0.0
2026-06-30T16:55:44Z,2026-06-30T09:55:44Z,129.0330319404602,33.71097, -117.93715,5.0,2.8,9.5,2238.043627443637,26.442444444444448,26.02447051541438,179.4296417236328,201.50762939453125,190.2567596435547,81.5740737915039,853.900871189961,0.0
2026-06-30T16:55:45Z,2026-06-30T09:55:45Z,130.03287398815155,33.71073, -117.93715,5.0,2.9,9.5,2264.4936074956104,26.49388888888889,26.374526830592146,179.28477478027344,201.50762939453125,190.2567596435547,81.5740737915039,1253.5095378850842,0.0
2026-06-30T16:55:46Z,2026-06-30T09:55:46Z,131.0313559770584,33.71050, -117.93714,5.0,2.7,9.5,2290.834958767729,26.133777777777777,26.374526830592146,179.43360900878906,201.50762939453125,190.2567596435547,81.5740737915039,879.1537732076436,0.0
2026-06-30T16:55:47Z,2026-06-30T09:55:47Z,132.03161597251892,33.71026, -117.93714,5.0,2.3,9.5,2316.9735039286475,26.236666666666668,26.303632629820346,179.30625915527344,201.50762939453125,190.2567596435547,81.5740737915039,1048.746584352901,0.0
