Time,"Coolant temperature","Oil temperature","Intake air temperature","Battery voltage","Transmission temperature","Fuel tank level","Current battery voltage","Current battery voltage","Battery power from the IBS"
10.019,153.50,138.20,77.90,14.22,96.80,47.00,0.00,14.31,-17.00
10.199,150.80,138.20,77.90,14.22,96.80,47.00,0.00,14.31,-17.00
10.379,150.80,138.20,77.90,14.22,96.80,47.00,0.00,14.31,-17.00
10.559,150.80,138.20,77.90,14.22,96.80,47.00,0.00,14.31,-17.00
10.738,150.80,138.20,77.90,14.22,96.80,47.00,0.00,14.31,-17.00
10.919,150.80,138.20,77.90,14.22,96.80,47.00,0.00,14.31,-17.00
11.099,150.80,138.20,77.90,14.22,96.80,47.00,0.00,14.31,-17.00
11.280,150.80,138.20,77.90,14.22,96.80,47.00,0.00,14.31,-17.00
11.457,150.80,138.20,77.90,14.22,96.80,47.00,0.00,14.36,-17.00
11.639,150.80,138.20,77.90,14.22,96.80,47.00,0.00,14.36,-18.76
11.849,152.15,138.20,77.90,14.22,96.80,47.00,0.00,14.36,-18.76
12.029,152.15,138.20,77.90,14.22,96.80,47.00,0.00,14.36,-18.76
12.209,152.15,138.20,77.90,14.22,96.80,47.00,0.00,14.36,-18.76
12.389,152.15,138.20,77.90,14.22,96.80,47.00,0.00,14.36,-18.76
12.569,152.15,138.20,77.90,14.22,92.75,47.00,0.00,14.36,-18.76
12.750,152.15,138.20,77.90,14.22,92.75,47.00,0.00,14.36,-18.76
12.929,152.15,138.20,77.90,14.22,92.75,47.00,0.00,14.36,-18.76
13.107,152.15,138.20,77.90,14.22,92.75,47.00,0.00,14.40,-18.76
13.290,152.15,138.20,77.90,14.22,92.75,47.00,0.00,14.40,-18.24
13.470,153.50,138.20,77.90,14.22,92.75,47.00,0.00,14.40,-18.24
13.649,153.50,138.20,77.90,14.22,92.75,47.00,0.00,14.40,-18.24
13.830,153.50,138.20,77.90,14.22,92.75,47.00,0.00,14.40,-18.24
14.009,153.50,138.20,77.90,13.56,92.75,47.00,0.00,14.40,-18.24
14.189,153.50,138.20,77.90,13.56,96.80,47.00,0.00,14.40,-18.24
14.369,153.50,138.20,77.90,13.56,96.80,47.00,0.00,14.40,-18.24
14.550,153.50,138.20,77.90,13.56,96.80,47.00,0.00,14.40,-18.24
14.729,153.50,138.20,77.90,13.56,96.80,47.00,0.00,13.90,-18.24
14.909,153.50,138.20,77.90,13.56,96.80,47.00,0.00,13.90,-20.40
15.090,154.85,138.20,77.90,13.56,96.80,47.00,0.00,13.90,-20.40
15.270,154.85,138.20,77.90,13.56,96.80,47.00,0.00,13.90,-20.40
15.449,154.85,138.20,77.90,13.56,96.80,47.00,0.00,13.90,-20.40
15.630,154.85,138.20,77.90,14.22,96.80,47.00,0.00,13.90,-20.40
15.806,154.85,138.20,77.90,14.22,96.80,47.00,0.00,13.90,-20.40
16.019,154.85,138.20,77.90,14.22,96.80,47.00,0.00,13.90,-20.40
16.200,154.85,138.20,77.90,14.22,96.80,47.00,0.00,13.90,-20.40
16.377,154.85,138.20,77.90,14.22,96.80,47.00,0.00,14.41,-20.40
16.559,154.85,138.20,77.90,14.22,96.80,47.00,0.00,14.41,-18.76
16.739,154.85,138.20,77.90,14.22,96.80,47.00,0.00,14.41,-18.76
16.920,154.85,138.20,77.90,14.22,96.80,47.00,0.00,14.41,-18.76
17.100,154.85,138.20,77.90,14.22,96.80,47.00,0.00,14.41,-18.76
17.280,154.85,138.20,77.90,14.32,96.80,47.00,0.00,14.41,-18.76
17.459,154.85,138.20,77.90,14.32,96.80,47.00,0.00,14.41,-18.76
17.637,154.85,138.20,77.90,14.32,96.80,47.00,0.00,14.41,-18.76
17.848,154.85,138.20,77.90,14.32,96.80,47.00,0.00,14.41,-18.76
18.029,154.85,138.20,77.90,14.32,96.80,47.00,0.00,14.51,-18.76
18.209,154.85,138.20,77.90,14.32,96.80,47.00,0.00,14.51,-17.00
18.390,156.20,138.20,77.90,14.32,96.80,47.00,0.00,14.51,-17.00
18.574,156.20,138.20,77.90,14.32,96.80,47.00,0.00,14.51,-17.00
18.749,156.20,138.20,77.90,14.32,96.80,47.00,0.00,14.51,-17.00
18.929,156.20,138.20,77.90,14.22,96.80,47.00,0.00,14.51,-17.00
19.110,156.20,138.20,77.90,14.22,96.80,47.00,0.00,14.51,-17.00
19.289,156.20,138.20,77.90,14.22,96.80,47.00,0.00,14.51,-17.00
19.470,156.20,138.20,77.90,14.22,96.80,47.00,0.00,14.51,-17.00
19.649,156.20,138.20,77.90,14.22,96.80,47.00,0.00,14.41,-17.00
19.829,156.20,138.20,77.90,14.22,96.80,47.00,0.00,14.41,-17.96
20.009,157.55,138.20,77.90,14.22,96.80,47.00,0.00,14.41,-17.96
20.189,157.55,138.20,77.90,14.22,96.80,47.00,0.00,14.41,-17.96
20.367,157.55,138.20,77.90,14.22,96.80,47.00,0.00,14.41,-17.96
20.549,157.55,138.20,77.90,14.22,96.80,47.00,0.00,14.41,-17.96
20.730,157.55,138.20,77.90,14.22,96.80,47.00,0.00,14.41,-17.96
20.909,157.55,138.20,77.90,14.22,96.80,47.00,0.00,14.41,-17.96
21.087,157.55,138.20,77.90,14.22,96.80,47.00,0.00,14.41,-17.96
21.270,157.55,138.20,77.90,14.22,96.80,47.00,0.00,14.41,-17.96
21.450,157.55,138.20,77.90,14.22,96.80,47.00,0.00,14.41,-17.72
21.629,157.55,138.20,77.90,14.22,96.80,47.00,0.00,14.41,-17.72
21.808,157.55,138.20,77.90,14.22,96.80,47.00,0.00,14.41,-17.72
21.989,157.55,138.20,77.90,14.22,96.80,47.00,0.00,14.41,-17.72
22.169,157.55,138.20,77.90,14.22,96.80,47.00,0.00,14.41,-17.72
22.349,157.55,138.20,77.90,14.22,98.15,47.00,0.00,14.41,-17.72
22.530,157.55,138.20,77.90,14.22,98.15,47.00,0.00,14.41,-17.72
22.707,157.55,138.20,77.90,14.22,98.15,47.00,0.00,14.41,-17.72
22.888,157.55,138.20,77.90,14.22,98.15,47.00,0.00,14.41,-17.72
23.069,157.55,138.20,77.90,14.22,98.15,47.00,0.00,14.41,-17.76
23.250,158.90,138.20,77.90,14.22,98.15,47.00,0.00,14.41,-17.76
23.430,158.90,138.20,77.90,14.22,98.15,47.00,0.00,14.41,-17.76
23.609,158.90,138.20,77.90,14.22,98.15,47.00,0.00,14.41,-17.76
23.789,158.90,138.20,77.90,13.75,98.15,47.00,0.00,14.41,-17.76
23.970,158.90,138.20,77.90,13.75,98.15,47.00,0.00,14.41,-17.76
24.149,158.90,138.20,77.90,13.75,98.15,47.00,0.00,14.41,-17.76
24.330,158.90,138.20,77.90,13.75,98.15,47.00,0.00,14.41,-17.76
24.509,158.90,138.20,77.90,13.75,98.15,47.00,0.00,13.75,-17.76
24.690,158.90,138.20,77.90,13.75,98.15,47.00,0.00,13.75,-10.98
24.869,160.25,138.20,77.90,13.75,98.15,47.00,0.00,13.75,-10.98
25.049,160.25,138.20,77.90,13.75,98.15,47.00,0.00,13.75,-10.98
25.229,160.25,138.20,77.90,13.75,98.15,47.00,0.00,13.75,-10.98
25.410,160.25,138.20,77.90,13.28,98.15,47.00,0.00,13.75,-10.98
25.589,160.25,138.20,77.90,13.28,98.15,47.00,0.00,13.75,-10.98
25.769,160.25,138.20,77.90,13.28,98.15,47.00,0.00,13.75,-10.98
25.949,160.25,138.20,77.90,13.28,98.15,47.00,0.00,13.75,-10.98
26.130,160.25,138.20,77.90,13.28,98.15,47.00,0.00,13.57,-10.98
26.309,160.25,138.20,77.90,13.28,98.15,47.00,0.00,13.57,-9.44
26.490,160.25,138.20,77.90,13.28,98.15,47.00,0.00,13.57,-9.44
26.700,160.25,138.20,77.90,13.28,98.15,47.00,0.00,13.57,-9.44
26.876,160.25,138.20,77.90,13.28,98.15,47.00,0.00,13.57,-9.44
27.060,160.25,138.20,77.90,13.28,98.15,47.00,0.00,13.57,-9.44
27.239,160.25,138.20,77.90,13.28,98.15,47.00,0.00,13.57,-9.44
27.420,160.25,138.20,77.90,13.28,98.15,47.00,0.00,13.57,-9.44
27.600,160.25,138.20,77.90,13.28,98.15,47.00,0.00,13.57,-9.44
27.779,160.25,138.20,77.90,13.28,98.15,47.00,0.00,13.52,-9.44
27.959,160.25,138.20,77.90,13.28,98.15,47.00,0.00,13.52,-11.18
28.139,160.25,138.20,77.90,13.28,98.15,47.00,0.00,13.52,-11.18
28.319,160.25,138.20,77.90,13.28,98.15,47.00,0.00,13.52,-11.18
28.500,160.25,138.20,77.90,13.28,98.15,47.00,0.00,13.52,-11.18
28.680,160.25,138.20,77.90,13.19,98.15,47.00,0.00,13.52,-11.18
28.858,160.25,138.20,77.90,13.19,98.15,47.00,0.00,13.52,-11.18
29.038,160.25,138.20,77.90,13.19,98.15,47.00,0.00,13.52,-11.18
29.217,160.25,138.20,77.90,13.19,98.15,47.00,0.00,13.52,-11.18
29.399,160.25,138.20,77.90,13.19,98.15,47.00,0.00,13.45,-11.18
29.579,160.25,138.20,77.90,13.19,98.15,47.00,0.00,13.45,-8.00
29.760,161.60,138.20,77.90,13.19,98.15,47.00,0.00,13.45,-8.00
29.939,161.60,136.40,77.90,13.19,98.15,47.00,0.00,13.45,-8.00
30.120,161.60,136.40,77.90,13.19,98.15,47.00,0.00,13.45,-8.00
30.299,161.60,136.40,77.90,13.19,98.15,47.00,0.00,13.45,-8.00
30.477,161.60,136.40,77.90,13.19,98.15,47.00,0.00,13.45,-8.00
30.658,161.60,136.40,77.90,13.19,98.15,47.00,0.00,13.45,-8.00
30.838,161.60,136.40,77.90,13.19,98.15,47.00,0.00,13.45,-8.00
31.020,161.60,136.40,77.90,13.19,98.15,47.00,0.00,13.43,-8.00
31.201,161.60,136.40,77.90,13.19,98.15,47.00,0.00,13.43,-8.40
31.380,162.95,136.40,77.90,13.19,98.15,47.00,0.00,13.43,-8.40
31.560,162.95,136.40,77.90,13.19,98.15,47.00,0.00,13.43,-8.40
31.736,162.95,136.40,77.90,13.19,98.15,47.00,0.00,13.43,-8.40
31.919,162.95,136.40,77.90,13.19,98.15,47.00,0.00,13.43,-8.40
32.129,162.95,136.40,77.90,13.19,98.15,47.00,0.00,13.43,-8.40
32.309,162.95,136.40,77.90,13.19,98.15,47.00,0.00,13.43,-8.40
32.490,162.95,136.40,77.90,13.19,98.15,47.00,0.00,13.43,-8.40
32.670,162.95,136.40,77.90,13.19,98.15,47.00,0.00,13.42,-8.40
32.850,162.95,136.40,77.90,13.19,98.15,47.00,0.00,13.42,-8.32
33.029,162.95,136.40,77.90,13.19,98.15,47.00,0.00,13.42,-8.32
33.210,162.95,136.40,77.90,13.19,98.15,47.00,0.00,13.42,-8.32
33.389,162.95,136.40,77.90,13.19,98.15,47.00,0.00,13.42,-8.32
33.569,162.95,136.40,77.90,13.28,98.15,47.00,0.00,13.42,-8.32
33.750,162.95,136.40,77.90,13.28,98.15,47.00,0.00,13.42,-8.32
33.929,162.95,136.40,77.90,13.28,98.15,47.00,0.00,13.42,-8.32
34.109,162.95,136.40,77.90,13.28,98.15,47.00,0.00,13.42,-8.32
34.289,162.95,136.40,77.90,13.28,98.15,47.00,0.00,13.49,-8.32
34.470,162.95,136.40,77.90,13.28,98.15,47.00,0.00,13.49,-12.54
34.648,164.30,136.40,77.90,13.28,98.15,47.00,0.00,13.49,-12.54
34.830,164.30,136.40,77.90,13.28,98.15,47.00,0.00,13.49,-12.54
35.009,164.30,136.40,77.90,13.28,98.15,47.00,0.00,13.49,-12.54
35.216,164.30,136.40,77.90,13.19,98.15,47.00,0.00,13.49,-12.54
35.400,164.30,136.40,77.90,13.19,98.15,47.00,0.00,13.49,-12.54
35.579,164.30,136.40,77.90,13.19,98.15,47.00,0.00,13.49,-12.54
35.759,164.30,136.40,77.90,13.19,98.15,47.00,0.00,13.49,-12.54
35.939,164.30,136.40,77.90,13.19,98.15,47.00,0.00,13.43,-12.54
36.120,164.30,136.40,77.90,13.19,98.15,47.00,0.00,13.43,-7.58
36.299,165.65,136.40,77.90,13.19,98.15,47.00,0.00,13.43,-7.58
36.479,165.65,136.40,77.90,13.19,98.15,47.00,0.00,13.43,-7.58
36.660,165.65,136.40,76.55,13.19,98.15,47.00,0.00,13.43,-7.58
36.840,165.65,136.40,76.55,13.19,98.15,47.00,0.00,13.43,-7.58
37.020,165.65,136.40,76.55,13.19,92.75,47.00,0.00,13.43,-7.58
37.199,165.65,136.40,76.55,13.19,92.75,47.00,0.00,13.43,-7.58
37.379,165.65,136.40,76.55,13.19,92.75,47.00,0.00,13.43,-7.58
37.560,165.65,136.40,76.55,13.19,92.75,47.00,0.00,13.40,-7.58
37.739,165.65,136.40,76.55,13.19,92.75,47.00,0.00,13.40,-8.78
37.920,165.65,136.40,76.55,13.19,92.75,47.00,0.00,13.40,-8.78
38.099,165.65,136.40,76.55,13.19,92.75,47.00,0.00,13.40,-8.78
38.279,165.65,136.40,76.55,13.19,92.75,47.00,0.00,13.40,-8.78
38.460,165.65,136.40,76.55,13.19,92.75,47.00,0.00,13.40,-8.78
38.640,165.65,136.40,76.55,13.19,98.15,47.00,0.00,13.40,-8.78
38.819,165.65,136.40,76.55,13.19,98.15,47.00,0.00,13.40,-8.78
39.000,165.65,136.40,76.55,13.19,98.15,47.00,0.00,13.40,-8.78
39.210,165.65,136.40,76.55,13.19,98.15,47.00,0.00,13.33,-8.78
39.390,165.65,136.40,76.55,13.19,98.15,47.00,0.00,13.33,-5.24
39.600,167.00,136.40,76.55,13.19,98.15,47.00,0.00,13.33,-5.24
39.779,167.00,136.40,76.55,13.19,98.15,47.00,0.00,13.33,-5.24
39.958,167.00,136.40,76.55,13.19,98.15,47.00,0.00,13.33,-5.24
40.139,167.00,136.40,76.55,13.19,98.15,47.00,0.00,13.33,-5.24
40.319,167.00,136.40,76.55,13.19,98.15,47.00,0.00,13.33,-5.24
40.500,167.00,136.40,76.55,13.19,98.15,47.00,0.00,13.33,-5.24
40.680,167.00,136.40,76.55,13.19,98.15,47.00,0.00,13.33,-5.24
40.860,167.00,136.40,76.55,13.19,98.15,47.00,0.00,13.32,-5.24
41.039,167.00,136.40,76.55,13.19,98.15,47.00,0.00,13.32,-7.36
41.219,168.35,136.40,76.55,13.19,98.15,47.00,0.00,13.32,-7.36
41.399,168.35,138.20,76.55,13.19,98.15,47.00,0.00,13.32,-7.36
41.579,168.35,138.20,77.90,13.19,98.15,47.00,0.00,13.32,-7.36
41.760,168.35,138.20,77.90,14.60,98.15,47.00,0.00,13.32,-7.36
41.940,168.35,138.20,77.90,14.60,98.15,47.00,0.00,13.32,-7.36
42.123,168.35,138.20,77.90,14.60,98.15,47.00,0.00,13.32,-7.36
42.300,168.35,138.20,77.90,14.60,98.15,47.00,0.00,13.32,-7.36
42.480,168.35,138.20,77.90,14.60,98.15,47.00,0.00,14.85,-7.36
42.659,168.35,138.20,77.90,14.60,98.15,47.00,0.00,14.85,-22.06
42.839,168.35,138.20,77.90,14.60,98.15,47.00,0.00,14.85,-22.06
43.019,168.35,138.20,77.90,14.60,98.15,47.00,0.00,14.85,-22.06
43.229,168.35,138.20,77.90,14.60,98.15,47.00,0.00,14.85,-22.06
43.407,168.35,138.20,77.90,14.60,98.15,47.00,0.00,14.85,-22.06
43.589,168.35,138.20,77.90,14.60,98.15,47.00,0.00,14.85,-22.06
43.802,168.35,138.20,77.90,14.60,98.15,47.00,0.00,14.85,-22.06
43.979,168.35,138.20,77.90,14.60,98.15,47.00,0.00,14.85,-22.06
44.159,168.35,138.20,77.90,14.60,98.15,47.00,0.00,14.73,-22.06
44.336,168.35,138.20,77.90,14.60,98.15,47.00,0.00,14.73,-15.24
44.519,169.70,138.20,77.90,14.60,98.15,47.00,0.00,14.73,-15.24
44.700,169.70,140.00,77.90,14.60,98.15,47.00,0.00,14.73,-15.24
44.879,169.70,140.00,77.90,14.60,98.15,47.00,0.00,14.73,-15.24
45.059,169.70,140.00,77.90,13.94,98.15,47.00,0.00,14.73,-15.24
45.269,169.70,140.00,77.90,13.94,98.15,47.00,0.00,14.73,-15.24
45.448,169.70,140.00,77.90,13.94,98.15,47.00,0.00,14.73,-15.24
45.630,169.70,140.00,77.90,13.94,98.15,47.00,0.00,14.73,-15.24
45.810,169.70,140.00,77.90,13.94,98.15,47.00,0.00,14.10,-15.24
45.989,169.70,140.00,77.90,13.94,98.15,47.00,0.00,14.10,-17.60
46.169,169.70,140.00,77.90,13.94,98.15,47.00,0.00,14.10,-17.60
46.349,169.70,140.00,77.90,13.94,98.15,47.00,0.00,14.10,-17.60
46.529,169.70,140.00,77.90,13.94,98.15,47.00,0.00,14.10,-17.60
46.709,169.70,140.00,77.90,13.94,98.15,47.00,0.00,14.10,-17.60
46.888,169.70,140.00,77.90,13.94,98.15,47.00,0.00,14.10,-17.60
47.070,169.70,140.00,77.90,13.94,98.15,47.00,0.00,14.10,-17.60
47.250,169.70,140.00,77.90,13.94,98.15,47.00,0.00,14.10,-17.60
47.429,169.70,140.00,77.90,13.94,98.15,47.00,0.00,14.11,-17.60
47.606,169.70,140.00,77.90,13.94,98.15,47.00,0.00,14.11,-17.74
47.789,169.70,140.00,77.90,13.94,98.15,47.00,0.00,14.11,-17.74
47.969,169.70,141.80,77.90,13.94,98.15,47.00,0.00,14.11,-17.74
48.149,169.70,141.80,77.90,13.94,98.15,47.00,0.00,14.11,-17.74
48.327,169.70,141.80,77.90,13.94,98.15,47.00,0.00,14.11,-17.74
48.510,169.70,141.80,77.90,13.94,98.15,47.00,0.00,14.11,-17.74
48.689,169.70,141.80,77.90,13.94,98.15,47.00,0.00,14.11,-17.74
48.870,169.70,141.80,77.90,13.94,98.15,47.00,0.00,14.11,-17.74
49.049,169.70,141.80,77.90,13.94,98.15,47.00,0.00,14.10,-17.74
49.230,169.70,141.80,77.90,13.94,98.15,47.00,0.00,14.10,-17.56
49.409,169.70,141.80,77.90,13.94,98.15,47.00,0.00,14.10,-17.56
49.589,169.70,141.80,77.90,13.94,98.15,47.00,0.00,14.10,-17.56
49.769,169.70,141.80,77.90,13.94,98.15,47.00,0.00,14.10,-17.56
49.950,169.70,141.80,77.90,14.13,98.15,47.00,0.00,14.10,-17.56
50.130,169.70,141.80,77.90,14.13,98.15,47.00,0.00,14.10,-17.56
50.339,169.70,141.80,77.90,14.13,98.15,47.00,0.00,14.10,-17.56
50.520,169.70,141.80,77.90,14.13,98.15,47.00,0.00,14.10,-17.56
50.700,169.70,141.80,77.90,14.13,98.15,47.00,0.00,14.43,-17.56
50.879,169.70,141.80,77.90,14.13,98.15,47.00,0.00,14.43,-22.04
51.059,169.70,141.80,77.90,14.13,98.15,47.00,0.00,14.43,-22.04
51.239,169.70,141.80,77.90,14.13,98.15,47.00,0.00,14.43,-22.04
51.416,169.70,141.80,77.90,14.13,98.15,47.00,0.00,14.43,-22.04
51.599,169.70,141.80,77.90,13.75,98.15,47.00,0.00,14.43,-22.04
51.776,169.70,141.80,77.90,13.75,88.70,47.00,0.00,14.43,-22.04
51.989,169.70,141.80,77.90,13.75,88.70,47.00,0.00,14.43,-22.04
52.170,169.70,141.80,77.90,13.75,88.70,47.00,0.00,14.43,-22.04
52.350,169.70,141.80,77.90,13.75,88.70,47.00,0.00,13.94,-22.04
52.526,169.70,141.80,77.90,13.75,88.70,47.00,0.00,13.94,-19.52
52.710,169.70,141.80,77.90,13.75,88.70,47.00,0.00,13.94,-19.52
52.889,169.70,141.80,77.90,13.75,88.70,47.00,0.00,13.94,-19.52
53.070,169.70,141.80,77.90,13.75,88.70,47.00,0.00,13.94,-19.52
53.250,169.70,141.80,77.90,14.13,88.70,47.00,0.00,13.94,-19.52
53.430,169.70,141.80,77.90,14.13,91.40,47.00,0.00,13.94,-19.52
53.609,169.70,141.80,77.90,14.13,91.40,47.00,0.00,13.94,-19.52
53.789,169.70,141.80,77.90,14.13,91.40,47.00,0.00,13.94,-19.52
53.970,169.70,141.80,77.90,14.13,91.40,47.00,0.00,14.20,-19.52
54.150,169.70,141.80,77.90,14.13,91.40,47.00,0.00,14.20,-17.48
54.330,169.70,141.80,77.90,14.13,91.40,47.00,0.00,14.20,-17.48
54.509,169.70,141.80,77.90,14.13,91.40,47.00,0.00,14.20,-17.48
54.689,169.70,141.80,77.90,14.13,91.40,47.00,0.00,14.20,-17.48
54.870,169.70,141.80,77.90,13.85,91.40,47.00,0.00,14.20,-17.48
55.050,169.70,141.80,77.90,13.85,98.15,47.00,0.00,14.20,-17.48
55.229,169.70,141.80,77.90,13.85,98.15,47.00,0.00,14.20,-17.48
55.410,169.70,141.80,77.90,13.85,98.15,47.00,0.00,14.20,-17.48
55.589,169.70,141.80,77.90,13.85,98.15,47.00,0.00,14.10,-17.48
55.770,169.70,141.80,77.90,13.85,98.15,47.00,0.00,14.10,-17.22
55.950,171.05,141.80,77.90,13.85,98.15,47.00,0.00,14.10,-17.22
56.130,171.05,141.80,77.90,13.85,98.15,47.00,0.00,14.10,-17.22
56.308,171.05,141.80,77.90,13.85,98.15,47.00,0.00,14.10,-17.22
56.487,171.05,141.80,77.90,13.94,98.15,47.00,0.00,14.10,-17.22
56.700,171.05,141.80,77.90,13.94,98.15,47.00,0.00,14.10,-17.22
56.879,171.05,141.80,77.90,13.94,98.15,47.00,0.00,14.10,-17.22
57.059,171.05,141.80,77.90,13.94,98.15,47.00,0.00,14.10,-17.22
57.240,171.05,141.80,77.90,13.94,98.15,47.00,0.00,14.10,-17.22
57.419,171.05,141.80,77.90,13.94,98.15,47.00,0.00,14.10,-14.10
57.599,171.05,141.80,77.90,13.94,98.15,47.00,0.00,14.10,-14.10
57.780,171.05,140.00,77.90,13.94,98.15,47.00,0.00,14.10,-14.10
57.959,171.05,140.00,77.90,13.94,98.15,47.00,0.00,14.10,-14.10
58.140,171.05,140.00,77.90,13.38,98.15,47.00,0.00,14.10,-14.10
58.320,171.05,140.00,77.90,13.38,98.15,47.00,0.00,14.10,-14.10
58.499,171.05,140.00,77.90,13.38,98.15,47.00,0.00,14.10,-14.10
58.680,171.05,140.00,77.90,13.38,98.15,47.00,0.00,14.10,-14.10
58.860,171.05,140.00,77.90,13.38,98.15,47.00,0.00,13.61,-14.10
59.040,171.05,140.00,77.90,13.38,98.15,47.00,0.00,13.61,-9.80
59.220,171.05,140.00,77.90,13.38,98.15,47.00,0.00,13.61,-9.80
59.397,171.05,140.00,77.90,13.38,98.15,47.00,0.00,13.61,-9.80
59.579,171.05,140.00,76.55,13.38,98.15,47.00,0.00,13.61,-9.80
59.759,171.05,140.00,76.55,13.28,98.15,47.00,0.00,13.61,-9.80
59.938,171.05,140.00,76.55,13.28,98.15,47.00,0.00,13.61,-9.80
60.120,171.05,140.00,76.55,13.28,98.15,47.00,0.00,13.61,-9.80
60.300,171.05,140.00,76.55,13.28,98.15,47.00,0.00,13.61,-9.80
60.480,171.05,140.00,76.55,13.28,98.15,47.00,0.00,13.52,-9.80
60.659,171.05,140.00,76.55,13.28,98.15,47.00,0.00,13.52,-11.14
60.840,172.40,140.00,76.55,13.28,98.15,47.00,0.00,13.52,-11.14
61.019,172.40,140.00,76.55,13.28,98.15,47.00,0.00,13.52,-11.14
61.199,172.40,140.00,76.55,13.28,98.15,47.00,0.00,13.52,-11.14
61.380,172.40,140.00,76.55,13.28,98.15,47.00,0.00,13.52,-11.14
