Time,"Coolant temperature","Oil temperature","Intake air temperature","Battery voltage","Transmission temperature","Fuel tank level","Current battery voltage","Current battery voltage","Battery power from the IBS"
43.831,188.60,203.00,110.30,13.94,175.10,44.00,0.00,14.16,-24.46
44.016,188.60,203.00,110.30,13.94,175.10,44.00,0.00,14.16,-24.46
44.197,188.60,203.00,110.30,13.94,175.10,44.00,0.00,14.18,-24.46
44.371,188.60,203.00,110.30,13.94,175.10,44.00,0.00,14.18,-24.12
44.552,187.25,203.00,110.30,13.94,175.10,44.00,0.00,14.18,-24.12
44.732,187.25,203.00,110.30,13.94,175.10,44.00,0.00,14.18,-24.12
44.912,187.25,203.00,108.95,13.94,175.10,44.00,0.00,14.18,-24.12
45.092,187.25,203.00,108.95,14.04,175.10,44.00,0.00,14.18,-24.12
45.272,187.25,203.00,108.95,14.04,179.15,44.00,0.00,14.18,-24.12
45.452,187.25,203.00,108.95,14.04,179.15,44.00,0.00,14.18,-24.12
45.632,187.25,203.00,108.95,14.04,179.15,44.00,0.00,14.18,-24.12
45.812,187.25,203.00,108.95,14.04,179.15,44.00,0.00,14.18,-24.12
45.992,187.25,203.00,108.95,14.04,179.15,44.00,0.00,14.18,-23.52
46.172,187.25,203.00,108.95,14.04,179.15,44.00,0.00,14.18,-23.52
46.352,187.25,203.00,108.95,14.04,179.15,44.00,0.00,14.18,-23.52
46.531,187.25,203.00,104.90,14.04,179.15,44.00,0.00,14.18,-23.52
46.712,187.25,203.00,104.90,13.85,179.15,44.00,0.00,14.18,-23.52
46.893,187.25,203.00,104.90,13.85,179.15,44.00,0.00,14.18,-23.52
47.071,187.25,203.00,104.90,13.85,179.15,44.00,0.00,14.18,-23.52
47.251,187.25,203.00,104.90,13.85,179.15,44.00,0.00,14.18,-23.52
47.431,187.25,203.00,104.90,13.85,179.15,44.00,0.00,14.06,-23.52
47.608,187.25,203.00,104.90,13.85,179.15,44.00,0.00,14.06,-22.54
47.792,185.90,203.00,104.90,13.85,179.15,44.00,0.00,14.06,-22.54
47.971,185.90,204.80,104.90,13.85,179.15,44.00,0.00,14.06,-22.54
48.151,185.90,204.80,100.85,13.85,179.15,44.00,0.00,14.06,-22.54
48.331,185.90,204.80,100.85,13.85,179.15,44.00,0.00,14.06,-22.54
48.511,185.90,204.80,100.85,13.85,179.15,44.00,0.00,14.06,-22.54
48.691,185.90,204.80,100.85,13.85,179.15,44.00,0.00,14.06,-22.54
48.879,185.90,204.80,100.85,13.85,179.15,44.00,0.00,14.06,-22.54
49.051,185.90,204.80,100.85,13.85,179.15,44.00,0.00,14.01,-22.54
49.239,185.90,204.80,100.85,13.85,179.15,44.00,0.00,14.01,-23.58
49.411,185.90,204.80,100.85,13.85,179.15,44.00,0.00,14.01,-23.58
49.592,185.90,204.80,100.85,13.85,179.15,44.00,0.00,14.01,-23.58
49.772,185.90,204.80,100.85,13.85,179.15,44.00,0.00,14.01,-23.58
49.952,185.90,204.80,100.85,14.32,179.15,44.00,0.00,14.01,-23.58
50.132,185.90,204.80,100.85,14.32,179.15,44.00,0.00,14.01,-23.58
50.312,185.90,204.80,100.85,14.32,179.15,44.00,0.00,14.01,-23.58
50.552,185.90,204.80,100.85,14.32,179.15,44.00,0.00,14.01,-23.58
50.732,185.90,204.80,100.85,14.32,179.15,44.00,0.00,14.50,-23.58
50.912,185.90,204.80,100.85,14.32,179.15,44.00,0.00,14.50,-26.06
51.090,185.90,204.80,100.85,14.32,179.15,44.00,0.00,14.50,-26.06
51.272,185.90,204.80,100.85,14.32,179.15,44.00,0.00,14.50,-26.06
51.481,185.90,204.80,102.20,14.32,179.15,44.00,0.00,14.50,-26.06
51.661,185.90,204.80,102.20,14.79,179.15,44.00,0.00,14.50,-26.06
51.841,185.90,204.80,102.20,14.79,179.15,44.00,0.00,14.50,-26.06
52.021,185.90,204.80,102.20,14.79,179.15,44.00,0.00,14.50,-26.06
52.202,185.90,204.80,102.20,14.79,179.15,44.00,0.00,14.50,-26.06
52.382,185.90,204.80,102.20,14.79,179.15,44.00,0.00,14.93,-26.06
52.562,185.90,204.80,102.20,14.79,179.15,44.00,0.00,14.93,-23.76
52.739,185.90,204.80,102.20,14.79,179.15,44.00,0.00,14.93,-23.76
52.922,185.90,204.80,102.20,14.79,179.15,44.00,0.00,14.93,-23.76
53.102,185.90,204.80,104.90,14.79,179.15,44.00,0.00,14.93,-23.76
53.282,185.90,204.80,104.90,14.60,179.15,44.00,0.00,14.93,-23.76
53.462,185.90,204.80,104.90,14.60,175.10,44.00,0.00,14.93,-23.76
53.638,185.90,204.80,104.90,14.60,175.10,44.00,0.00,14.93,-23.76
53.822,185.90,204.80,104.90,14.60,175.10,44.00,0.00,14.93,-23.76
54.002,185.90,204.80,104.90,14.60,175.10,44.00,0.00,14.71,-23.76
54.178,185.90,204.80,104.90,14.60,175.10,44.00,0.00,14.71,-20.18
54.362,185.90,204.80,104.90,14.60,175.10,44.00,0.00,14.71,-20.18
54.541,185.90,204.80,104.90,14.60,175.10,44.00,0.00,14.71,-20.18
54.722,185.90,204.80,106.25,14.60,175.10,44.00,0.00,14.71,-20.18
54.902,185.90,204.80,106.25,14.04,175.10,44.00,0.00,14.71,-20.18
55.082,185.90,204.80,106.25,14.04,177.80,44.00,0.00,14.71,-20.18
55.261,185.90,204.80,106.25,14.04,177.80,44.00,0.00,14.71,-20.18
55.442,185.90,204.80,106.25,14.04,177.80,44.00,0.00,14.71,-20.18
55.619,185.90,204.80,106.25,14.04,177.80,44.00,0.00,14.16,-20.18
55.798,185.90,204.80,106.25,14.04,177.80,44.00,0.00,14.16,-21.14
55.981,185.90,204.80,106.25,14.04,177.80,44.00,0.00,14.16,-21.14
56.162,185.90,204.80,106.25,14.04,177.80,44.00,0.00,14.16,-21.14
56.343,185.90,204.80,104.90,14.04,177.80,44.00,0.00,14.16,-21.14
56.522,185.90,204.80,104.90,13.94,177.80,44.00,0.00,14.16,-21.14
56.702,185.90,204.80,104.90,13.94,179.15,44.00,0.00,14.16,-21.14
56.881,185.90,204.80,104.90,13.94,179.15,44.00,0.00,14.16,-21.14
57.062,185.90,204.80,104.90,13.94,179.15,44.00,0.00,14.16,-21.14
57.272,185.90,204.80,104.90,13.94,179.15,44.00,0.00,14.13,-21.14
57.449,185.90,204.80,104.90,13.94,179.15,44.00,0.00,14.13,-21.54
57.631,185.90,204.80,104.90,13.94,179.15,44.00,0.00,14.13,-21.54
57.811,185.90,204.80,104.90,13.94,179.15,44.00,0.00,14.13,-21.54
57.992,185.90,204.80,103.55,13.94,179.15,44.00,0.00,14.13,-21.54
58.171,185.90,204.80,103.55,13.94,179.15,44.00,0.00,14.13,-21.54
58.352,185.90,204.80,103.55,13.94,179.15,44.00,0.00,14.13,-21.54
58.531,185.90,204.80,103.55,13.94,179.15,44.00,0.00,14.13,-21.54
58.712,185.90,204.80,103.55,13.94,179.15,44.00,0.00,14.13,-21.54
58.891,185.90,204.80,103.55,13.94,179.15,44.00,0.00,14.11,-21.54
59.071,185.90,204.80,103.55,13.94,179.15,44.00,0.00,14.11,-21.28
59.252,185.90,204.80,103.55,13.94,179.15,44.00,0.00,14.11,-21.28
59.432,185.90,204.80,103.55,13.94,179.15,44.00,0.00,14.11,-21.28
59.612,185.90,204.80,103.55,13.94,179.15,44.00,0.00,14.11,-21.28
59.791,185.90,204.80,103.55,13.94,179.15,44.00,0.00,14.11,-21.28
59.972,185.90,204.80,103.55,13.94,179.15,44.00,0.00,14.11,-21.28
60.152,185.90,204.80,103.55,13.94,179.15,44.00,0.00,14.11,-21.28
60.332,185.90,204.80,103.55,13.94,179.15,44.00,0.00,14.11,-21.28
60.509,185.90,204.80,103.55,13.94,179.15,44.00,0.00,14.12,-21.28
60.692,185.90,204.80,103.55,13.94,179.15,44.00,0.00,14.12,-21.12
60.871,185.90,204.80,103.55,13.94,179.15,44.00,0.00,14.12,-21.12
61.050,185.90,204.80,103.55,13.94,179.15,44.00,0.00,14.12,-21.12
61.262,185.90,204.80,104.90,13.94,179.15,44.00,0.00,14.12,-21.12
61.441,185.90,204.80,104.90,14.13,179.15,44.00,0.00,14.12,-21.12
